SN,STA_MAC,Di,A_DATA,B_DATA,C_DATA,ERR_CODE
1,111111111111,,,,,1
2,330691680000,E3BE2001,9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999.9
Fail node, 000000000006,  111111111111,  
